mission_id,rocket_name,family,launch_date,launch_site,lat,lon,payload_kg,orbit,success,flight_time_min,cost_million_usd
115,rocket_202,falcon,2001-03-20,Vandenberg,34.721150302515454,-120.54684146341523,6876,Transfer,1,91,57.52
116,rocket_70,electron,2020-09-16,Baikonur,45.98563689078938,63.27528879253926,50,LEO,1,43,32.95
117,rocket_195,delta,2014-09-07,Kourou,5.260463419011829,-52.7816686358026,5534,HEO,1,134,30.71
118,rocket_173,longmarch,2017-01-02,Jiuquan,40.99219144291462,100.28784279945694,519,HEO,0,111,51.8
119,rocket_42,delta,2021-02-04,Cape Canaveral,28.35816343397785,-80.62980691663293,4159,Transfer,1,99,14.24
120,rocket_180,falcon,2010-01-21,Vandenberg,34.74101072580695,-120.55890361015668,2858,Transfer,0,139,46.79
121,rocket_16,falcon,2011-02-03,Kourou,5.204600793246853,-52.766520740718526,2754,LEO,0,38,74.32
122,rocket_123,ariane,2005-08-30,Satish Dhawan,13.748310084959797,80.21898507412502,3964,Transfer,1,107,67.84
123,rocket_289,atlas,2009-10-11,Satish Dhawan,13.767047527300655,80.24915676603133,1164,Transfer,0,105,19.45
124,rocket_189,delta,2007-07-12,Vandenberg,34.7477173078145,-120.56571086420026,3319,GTO,0,32,24.18
125,rocket_56,delta,2001-02-24,Jiuquan,40.978282016731185,100.27928632417189,6317,SSO,1,85,11.14
126,rocket_204,electron,2008-11-23,Vandenberg,34.74167154207854,-120.54863213453105,1181,SSO,1,109,33.36
127,rocket_53,soyuz,2013-07-12,Vandenberg,34.709212074646715,-120.56314902894705,5553,SSO,0,146,13.02
128,rocket_178,falcon,2023-11-24,Tanegashima,30.396333493791783,130.9803859118089,5480,Transfer,0,136,57.61
129,rocket_36,longmarch,2022-09-11,Plesetsk,62.91320919357839,40.48189911035123,3264,LEO,1,7,17.5
130,rocket_251,electron,2004-09-25,Tanegashima,30.347802877180403,130.97192507132053,1336,MEO,1,123,30.7
131,rocket_79,vega,2019-07-15,Baikonur,45.975760447095944,63.30595908100566,1790,Transfer,0,125,23.98
132,rocket_276,delta,2021-09-08,Satish Dhawan,13.741372634997196,80.20986969401179,7417,HEO,0,111,32.91
133,rocket_166,delta,2011-01-05,Vandenberg,34.74934204533576,-120.58291610774626,5265,MEO,1,110,31.92
134,rocket_125,vega,2020-11-04,Tanegashima,30.346039721991676,130.9130238808676,237,MEO,0,108,58.22
135,rocket_254,falcon,2014-07-31,Baikonur,45.960551744430894,63.28206082742533,5880,HEO,0,142,69.66
136,rocket_182,soyuz,2011-08-03,Plesetsk,62.92608827967289,40.476866788986456,270,MEO,1,89,19.62
137,rocket_285,delta,2000-06-15,Kourou,5.255010055105652,-52.77485951656605,4517,LEO,1,16,26.56
138,rocket_209,soyuz,2021-11-30,Kourou,5.247395345604644,-52.75904582879966,1511,Transfer,1,126,36.85
139,rocket_252,vega,2020-02-07,Cape Canaveral,28.376222649943973,-80.60665433019298,1785,LEO,1,39,37.37
140,rocket_114,delta,2018-02-20,Kourou,5.238562088298216,-52.7816210331495,5749,MEO,1,119,8.54
141,rocket_243,longmarch,2023-10-25,Plesetsk,62.923539302426065,40.458236806197995,2181,HEO,1,114,29.62
142,rocket_181,longmarch,2020-05-09,Jiuquan,40.94126047713741,100.29734577287716,5444,MEO,1,135,36.38
143,rocket_119,delta,2005-05-30,Kourou,5.218473626640516,-52.76724679533664,4992,MEO,0,130,56.72
144,rocket_275,atlas,2008-04-21,Kourou,5.27195373053699,-52.75518314277466,50,GTO,1,24,25.78
145,rocket_142,vega,2023-07-14,Jiuquan,40.996839602482694,100.30545851457383,642,LEO,1,20,18.02
146,rocket_152,soyuz,2010-03-16,Plesetsk,62.95334788131269,40.47595199209385,1286,GTO,0,65,21.97
147,rocket_8,delta,2023-12-17,Baikonur,45.9443684750626,63.294414035249076,9150,MEO,0,112,
148,rocket_28,falcon,2013-02-07,Baikonur,45.965760069563366,63.30740062653437,6237,Transfer,1,154,56.54
149,rocket_53,vega,2000-07-19,Jiuquan,40.979257581686575,100.31576317097237,1727,HEO,1,141,28.34
150,rocket_226,vega,2015-04-14,Baikonur,45.99867855382916,63.29582231474262,3228,LEO,1,19,45.71
151,rocket_245,delta,2005-02-12,Vandenberg,34.75800996483532,-120.56881450791147,7157,HEO,0,87,21.41
152,rocket_38,vega,2002-05-28,Baikonur,45.97488060372566,63.31021347531648,1565,GTO,0,32,35.94
153,rocket_44,delta,2011-02-18,Vandenberg,34.708990175799244,-120.57340845703443,3899,SSO,0,126,25.63
154,rocket_116,electron,2023-06-10,Tanegashima,30.367751181171936,130.93460660210746,186,HEO,1,142,5.0
155,rocket_153,vega,2019-03-27,Jiuquan,40.9186968495464,100.30338347784492,2089,SSO,0,88,25.91
156,rocket_51,falcon,2009-04-27,Kourou,5.229026957311842,-52.774985154086366,4481,MEO,1,150,62.75
157,rocket_81,atlas,2010-10-04,Baikonur,45.95893383076128,63.3125945237388,143,SSO,1,127,49.48
158,rocket_81,atlas,2000-02-13,Tanegashima,30.38965280154431,130.9553856683978,153,HEO,1,134,30.78
159,rocket_150,vega,2001-06-18,Kourou,5.233328403173895,-52.746282673162646,657,MEO,1,122,36.79
160,rocket_233,delta,2003-03-12,Kourou,5.248255478101251,-52.78906831126347,798,MEO,1,142,14.4
161,rocket_218,soyuz,2005-02-23,Kourou,5.235382247288568,-52.72793185465636,747,Transfer,0,130,16.24
162,rocket_137,ariane,2006-05-19,Vandenberg,34.754774604440584,-120.59526009825461,6925,LEO,0,37,67.81
163,rocket_158,ariane,2012-12-11,Satish Dhawan,13.726712000381998,80.2591036309838,8266,LEO,1,35,46.21
164,rocket_156,vega,2018-01-20,Jiuquan,40.972548001396994,100.31232345484622,1628,SSO,1,143,11.59
165,rocket_225,vega,2003-08-10,Cape Canaveral,28.371276548331274,-80.63853381431177,95,HEO,0,122,14.57
166,rocket_129,longmarch,2001-02-27,Vandenberg,34.77484030320272,-120.55220365821314,1270,GTO,1,32,10.15
167,rocket_138,falcon,2001-10-21,Baikonur,45.95591511449694,63.304601292095086,3623,HEO,1,121,66.89
168,rocket_143,vega,2008-02-21,Tanegashima,30.40268545637021,130.96827818240104,1813,Transfer,1,140,66.6
169,rocket_47,vega,2021-01-30,Plesetsk,62.92322206624431,40.48306146552881,1689,HEO,0,114,35.88
170,rocket_165,longmarch,2004-09-09,Baikonur,45.96859788302307,63.33284004572689,432,MEO,1,100,13.45
171,rocket_254,electron,2012-12-05,Tanegashima,30.37231463793285,130.95381552243805,2336,SSO,0,107,6.2
172,rocket_233,falcon,2003-12-13,Plesetsk,62.89514012532937,40.48080949475921,3061,MEO,1,107,54.8
173,rocket_60,longmarch,2018-02-17,Cape Canaveral,28.406276226664932,-80.60287469182711,460,Transfer,0,108,
174,rocket_212,vega,2002-06-07,Kourou,5.207947894564006,-52.733008465136265,2912,SSO,0,105,20.06
175,rocket_256,longmarch,2019-10-30,Cape Canaveral,28.433228460933975,-80.62222287962531,1987,GTO,0,61,21.59
176,,,2005-11-16,,40.97327553761864,100.30657598194902,5478,,1,96,34.65
177,rocket_63,vega,2001-04-17,Kourou,5.205261040799473,-52.762644975512714,129,Transfer,1,144,54.35
178,rocket_160,ariane,2000-08-12,Tanegashima,30.408554016281528,130.94592823516584,7918,LEO,0,-1,74.59
179,rocket_59,soyuz,2020-09-12,Vandenberg,34.730268718408745,-120.57635070451394,1637,Transfer,1,97,19.33
180,rocket_256,ariane,2013-02-02,Jiuquan,40.96721760464429,100.31497057923218,3481,HEO,0,124,26.66
181,rocket_242,vega,2010-12-07,Satish Dhawan,13.714690028761227,80.26493667684437,3487,SSO,1,133,59.2
182,rocket_197,ariane,2008-07-19,Baikonur,45.96838721648073,63.2767257100619,5192,LEO,0,25,36.19
183,rocket_213,delta,2015-03-31,Jiuquan,40.94992181797366,100.2701571194757,4777,LEO,0,41,11.78
184,rocket_153,delta,2021-12-18,Baikonur,45.9688409823298,63.29881767071595,5145,HEO,0,166,35.9
185,rocket_177,vega,2014-11-29,Tanegashima,30.360914245836177,130.95222238504266,767,HEO,0,98,16.65
186,rocket_97,longmarch,2010-09-17,Tanegashima,30.38277157209062,131.00685999034866,674,GTO,1,22,5.0
187,rocket_23,electron,2014-04-10,Satish Dhawan,13.711128255874854,80.25372605494474,487,Transfer,0,112,36.96
188,rocket_198,electron,2006-10-28,Satish Dhawan,13.73063019687141,80.21243064036418,1636,LEO,1,11,18.66
189,rocket_258,ariane,2014-11-22,Vandenberg,34.791297552717154,-120.57840280568786,5056,HEO,1,115,52.96
190,rocket_270,atlas,2020-06-30,Cape Canaveral,28.384646755956815,-80.60939842605971,800,Transfer,1,98,25.42
191,rocket_210,ariane,2006-12-04,Vandenberg,34.68423457589614,-120.56653461371734,5113,HEO,0,83,40.3
192,rocket_174,delta,2017-10-30,Vandenberg,34.737731142581396,-120.542585477263,5566,MEO,1,150,48.28
193,rocket_163,electron,2021-11-20,Cape Canaveral,28.389492515680903,-80.61979413514436,797,SSO,0,108,23.84
194,rocket_121,atlas,2012-11-21,Kourou,5.244738763394927,-52.744187074504275,1104,Transfer,1,123,30.05
195,rocket_223,atlas,2004-05-31,Vandenberg,34.739429850382884,-120.55261261123437,2399,HEO,1,99,26.87
196,rocket_154,ariane,2001-04-19,Cape Canaveral,28.385306791985467,-80.6574798458429,3985,MEO,1,130,61.39
197,rocket_151,falcon,2016-01-30,Plesetsk,62.887796839834124,40.51321117233232,3907,HEO,1,100,49.54
198,rocket_126,ariane,2023-10-29,Tanegashima,30.34756197714137,130.92472877204247,2613,SSO,1,116,75.68
199,rocket_88,ariane,2007-11-08,Vandenberg,34.71001727027106,-120.58053446166093,7942,SSO,0,142,33.19
200,rocket_124,electron,2022-04-28,Baikonur,45.99103482578798,63.336230223934535,323,GTO,1,59,34.49
201,rocket_131,vega,2020-08-12,Jiuquan,40.956020342770195,100.30010085675306,564,Transfer,1,121,55.83
202,rocket_239,falcon,2012-11-25,Baikonur,45.98900827815889,63.291862114420574,5473,LEO,1,-11,35.43
203,rocket_177,vega,2013-06-02,Tanegashima,30.35936574958776,130.97459185175973,1593,Transfer,1,125,19.38
204,rocket_234,delta,2013-07-20,Kourou,5.2625638828369805,-52.75687539981199,6214,HEO,1,113,26.24
205,rocket_55,vega,2010-08-22,Tanegashima,30.389916025021208,130.96886858346386,1411,SSO,1,149,56.99
206,rocket_295,longmarch,2013-04-09,Jiuquan,41.0017241425988,100.27623583268556,1207,LEO,1,-5,5.0
207,rocket_141,electron,2000-05-12,Cape Canaveral,28.4029195234134,-80.60034103040373,57,SSO,0,93,43.7
208,rocket_147,vega,2010-04-28,Plesetsk,62.94025762537335,40.495469477149705,2175,GTO,1,54,41.02
209,rocket_129,soyuz,2006-02-18,Vandenberg,34.758253788512874,-120.56084178972417,862,Transfer,0,118,28.71
210,rocket_159,falcon,2019-10-10,Cape Canaveral,28.401652063589772,-80.5536253377164,5060,SSO,0,126,75.53
211,rocket_68,longmarch,2004-01-16,Jiuquan,40.94815243610018,100.30786179993255,1631,MEO,0,126,43.5
212,rocket_90,electron,2009-01-02,Baikonur,45.95338953100391,63.31677156808841,50,SSO,1,115,17.24
213,rocket_272,longmarch,2022-07-05,Jiuquan,40.96615966129485,100.32739621289983,3839,GTO,0,34,13.35
214,rocket_247,delta,2013-03-28,Plesetsk,62.96153927702467,40.46400727628771,2100,LEO,1,29,24.41
215,rocket_39,vega,2006-04-25,Kourou,5.25933097181954,-52.77945995609982,949,Transfer,1,153,18.74
216,rocket_286,electron,2016-05-28,Vandenberg,34.772842199051354,-120.53227814223682,862,HEO,1,108,32.77
217,rocket_136,falcon,2024-01-26,Vandenberg,34.741859144021504,-120.54615182756515,9123,HEO,0,107,62.42
218,rocket_135,longmarch,2017-02-02,Plesetsk,62.90416621771733,40.468126810814404,2731,LEO,0,16,52.16
219,rocket_242,soyuz,2001-02-14,Plesetsk,62.93079695672425,40.483535161323864,933,SSO,1,129,9.52
220,rocket_33,soyuz,2020-10-28,Jiuquan,40.95315586447858,100.32007497239408,4223,Transfer,0,115,15.61
221,rocket_60,electron,2006-04-09,Cape Canaveral,28.386281462715083,-80.59023022016169,4269,LEO,1,-13,12.38
222,rocket_253,delta,2005-03-17,Vandenberg,34.75227200213139,-120.58305401679324,1208,GTO,0,35,6.08
223,rocket_199,ariane,2020-05-07,Plesetsk,62.86957434674085,40.468781901839016,2660,Transfer,1,124,44.32
224,rocket_80,electron,2018-08-11,Vandenberg,34.75732160556769,-120.54786133552231,2300,HEO,1,100,34.53
225,rocket_144,electron,2001-06-20,Plesetsk,62.91019437138686,40.45354339620546,299,GTO,1,52,26.68
226,rocket_228,vega,2010-08-04,Plesetsk,62.87851519479454,40.48968090792722,107,LEO,0,14,18.79
227,rocket_279,longmarch,2016-02-02,Cape Canaveral,28.410885131383022,-80.60372400210082,1973,HEO,1,124,31.31
228,rocket_98,delta,2005-06-24,Satish Dhawan,13.725771158643333,80.20326836390754,4780,LEO,1,30,11.19
229,rocket_11,soyuz,2002-04-08,Plesetsk,62.91846485766235,40.46116330024663,1432,GTO,1,28,25.27
230,rocket_290,ariane,2009-03-16,Vandenberg,34.75057633000661,-120.55853788785474,6265,SSO,1,99,50.93
231,rocket_111,soyuz,2010-06-14,Plesetsk,62.90167318988748,40.470840321051355,852,GTO,1,43,17.56
232,rocket_142,falcon,2006-06-28,Baikonur,45.965415874153514,63.290439941175414,4103,SSO,1,132,80.86
233,rocket_90,delta,2004-12-06,Cape Canaveral,28.382656325766707,-80.61586772104855,4634,GTO,1,32,39.04
234,rocket_184,falcon,2010-09-03,Plesetsk,62.92116377462169,40.44073618382607,7323,LEO,0,21,46.21
235,rocket_136,ariane,2002-05-08,Baikonur,45.985767775114695,63.315108481864335,6766,Transfer,1,100,49.92
236,rocket_270,electron,2005-02-05,Vandenberg,34.7603845786915,-120.58576288171078,3118,HEO,0,122,8.43
237,rocket_186,vega,2023-01-08,Vandenberg,34.71761770777361,-120.57004557565239,4246,HEO,0,135,27.12
238,rocket_23,soyuz,2023-05-23,Jiuquan,40.94149754841301,100.30677198131187,2465,HEO,1,113,23.95
239,rocket_32,falcon,2021-06-26,Tanegashima,30.385425905811914,130.95711621117084,9125,HEO,1,123,53.62
240,rocket_252,atlas,2019-11-24,Vandenberg,34.738257114699906,-120.5526854000864,1030,LEO,1,-6,36.42
241,rocket_76,longmarch,2002-12-12,Baikonur,45.970419490776926,63.311083858391065,2874,MEO,1,103,38.95
242,rocket_196,longmarch,2023-10-19,Jiuquan,40.91816290201983,100.28614356025811,4115,HEO,1,146,28.23
243,,,2005-02-17,,5.224694304472018,-52.77621417318205,3093,,1,130,17.4
244,rocket_117,vega,2018-07-24,Plesetsk,62.94696621796296,40.46336759374564,825,HEO,0,144,52.82
245,rocket_213,electron,2004-04-06,Plesetsk,62.95089348288656,40.449572387238504,1307,HEO,0,127,18.15
